Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Cause Description,Type,geometry,Accident_Date,Matched_Heat_EPISODE_IDs_NWS_Forecast_Zones,Matched_Heat_EPISODE_IDs_Climate_Divisions,Matched_Heat_EPISODE_IDs_County_Warning_Areas,Matched_Heat_EPISODE_IDs_States
KCS,Kansas City Southern Railway Company,2021,21082501,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KCS2108250120210825,21,8,,,,,,KCS,Kansas City Southern Railway Company,21082501,21,8,,25,08/25/2021,6:15 PM,1,Derailment,120,16,0,0,PITTSBURG,,,CLEVELAND,0036.7,29,MO,MISSOURI,37,CASS,6,95,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,45.0,1.0,North,1.0,Freight Train,Yes,OPAC,38,Recorded,38,5461,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,CP,8789.0,2,No,,,0,,0.0,0.0,No,2,0,0,0,1,1,0,0,0,0,0,0,122,0,0,0,0,17,0,0,1407264,507994,1915258,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,45.0,3.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,120-016-000,38.708316,-94.597583,TRAIN ENCOUNTERED A THERMAL DISPLACEMENT WHICH RESULTED IN THE DERAILMENT OF THE REAR AXLE OF THEIRTRAILING LOCOMOTIVE AND THE HEAD 17 CARS OF THEIR TRAIN.  MP 36.7 PITTSBURG SUB,Main,4,1,1,1,KCS21082501202108,KCS21082501202108,,Class 1,SMT-6 - UP/KCS,CPKC,CANADIAN PACIFIC KANSAS CITY,Kansas City Southern Railway Company,,,,,,,,Class 1,SMT-6 - UP/KCS,CPKC,CANADIAN PACIFIC KANSAS CITY,Kansas City Southern Railway Company,POINT (-94.597583 38.708316),T109: Track alignment irregular (sun kink / heat),2,POINT (-94.597583 38.708316),2021-08-25,,,,"162363, 161336, 161336, 161336, 161336, 161336, 161336, 161336, 161336, 161336, 161336, 161336"
BNSF,BNSF Railway Company,2019,PR0619102,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR061910220190603,19,6,,,,,,BNSF,BNSF Railway Company,PR0619102,19,6,,3,06/03/2019,2:20 PM,1,Derailment,0,0,0,0,HASTINGS,,,MASCOT,229.8,31,NE,NEBRASKA,83,HARLAN,6,84,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,27.94,4.0,West,1.0,Freight Train,Yes,GCBL,28,Recorded,28,14668,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,AOKX,79255.0,112,Yes,,,0,,,,No,2,0,0,0,1,0,0,0,0,1,111,0,1,0,0,3,0,0,0,0,57364,147070,204434,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,9.0,55.0,9.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.227288,-99.564366,G-CBLBVA5-20 DERAILED 3 RAILCARS AND 1 DP LOCOMOTIVE WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACKALIGNMENT IRREGULAR DUE TO THERMAL MISALIGNMENT. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,4,1,1,1,BNSFPR0619102201906,BNSFPR0619102201906,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-99.564366 40.227288),T109: Track alignment irregular (sun kink / heat),2,POINT (-99.564366 40.227288),2019-06-03,,,,
BNSF,BNSF Railway Company,2014,PR0714101,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR071410120140710,14,7,,,,,,BNSF,BNSF Railway Company,PR0714101,14,7,,10,07/10/2014,7:24 PM,1,Derailment,0,0,0,0,BIG HORN,,,BALLANTINE,813.0,30,MT,MONTANA,111,YELLOWSTONE,8,85,3,Dusk,1,Clear,1,Main,SINGLE MAIN TRACK,4,72.0,4.0,West,1.0,Freight Train,Yes,CDKS,16,Recorded,16,17467,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,HEQX,6188.0,105,Yes,,,0,,0.0,0.0,No,2,0,0,0,2,0,0,0,0,0,123,0,0,0,0,13,0,0,0,0,637162,976917,1614079,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,7.0,54.0,7.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,45.931681,-108.007519,C-DKMSUD0-80 DERAILED 13 CARS ON SINGLE MAIN TRACK DUE 20 TRACK ALIGNMENT IRREGULAR BUCKLED/SUNKINK,Main,4,1,1,1,BNSFPR0714101201407,BNSFPR0714101201407,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-108.007519 45.931681),T109: Track alignment irregular (sun kink / heat),2,POINT (-108.007519 45.931681),2014-07-10,,,,
BNSF,BNSF Railway Company,2022,MT0522108,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFMT052210820220526,22,5,,,,,,BNSF,BNSF Railway Company,MT0522108,22,5,,26,05/26/2022,6:57 PM,1,Derailment,0,0,0,0,GREAT FALLS,,,CONRAD,63.7,30,MT,MONTANA,73,PONDERA,8,70,3,Dusk,1,Clear,1,Main,SINGLE MAIN TRACK,3,9.47,2.0,South,1.0,Freight Train,Yes,GSWE,22,Recorded,22,14296,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,CGOX,5805.0,91,Yes,,,0,,,,No,3,0,0,0,1,0,0,0,0,0,100,0,0,0,0,2,0,0,0,0,9386,107000,116386,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,42.0,6.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,48.115824,-111.938424,G-SWEFRS-3-26C DERAILED 2 RAILCARS DUE TO TRACK ALIGNMENT IRREGULAR (BUCKLED/SUNKINK). NO HAZMAT WASRELEASED.,Main,3,1,1,1,BNSFMT0522108202205,BNSFMT0522108202205,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-111.938424 48.115824),T109: Track alignment irregular (sun kink / heat),2,POINT (-111.938424 48.115824),2022-05-26,,,,
BNSF,BNSF Railway Company,2023,MT0723106,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFMT072310620230721,23,7,,,,,,BNSF,BNSF Railway Company,MT0723106,23,7,,21,07/21/2023,4:45 PM,1,Derailment,0,0,0,0,MILK RIVER,,,HAVRE,422.8,30,MT,MONTANA,41,HILL,8,100,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,5,74.73,3.0,East,1.0,Freight Train,Yes,ZPTL,55,Estimated,55,5438,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,WRWK,350145.0,20,Yes,,,0,,0.0,0.0,No,3,0,0,0,0,0,0,0,0,0,68,0,0,0,0,11,0,0,0,0,1074227,656276,1730503,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,1.0,55.0,1.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,48.56023,-109.523773,Z-PTLCHC7-20A ON SINGLE MAIN TRACK DERAILED 11 RAILCARS DUE TO TRACK ALIGNMENT IRREGULAR (BUCKLED/SUNKINK). NO HAZMAT RELEASE.,Main,5,1,1,1,BNSFMT0723106202307,BNSFMT0723106202307,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-109.523773 48.56023),T109: Track alignment irregular (sun kink / heat),2,POINT (-109.523773 48.56023),2023-07-21,,,,
NPR,"Northern Plains Railroad, Inc.",2021,DR062101,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NPRDR06210120210630,21,6,,,,,,NPR,"Northern Plains Railroad, Inc.",DR062101,21,6,,30,06/30/2021,1:34 PM,1,Derailment,0,0,0,0,BISBEE,,,LOMA,439.1,38,ND,NORTH DAKOTA,19,CAVALIER,8,80,2,Day,1,Clear,1,Main,MAIN TRACK,2,102.0,3.0,East,1.0,Freight Train,Yes,BBLC,10,Estimated,10,7670,2,Not Signaled,,Block Register Territory,,,,,,,0.0,Not a remotely controlled operation,SOO,119551.0,45,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,59,0,0,0,0,6,0,0,0,0,54250,16692,70942,T109,Track alignment irregular (buckled/sunkink),T105,Insufficient ballast section,T109,Track alignment irregular (buckled/sunkink),1.0,,1.0,,16.0,34.0,6.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,48.630569,-98.613387,"BLOCK REGISTER TERRITORY.

SUNKINK UNDER TRAIN CAUSING 6 CARS TO DERAIL.",Main,2,Cl,Cl,1,NPRDR062101202106,NPRDR062101202106,Shortline,Class 3,SMT-8 - Short Line West,NPR,"Northern Plains Railroad, Inc.",Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,NPR,"Northern Plains Railroad, Inc.",Not Assigned,POINT (-98.613387 48.630569),T109: Track alignment irregular (sun kink / heat),2,POINT (-98.613387 48.630569),2021-06-30,,,,
BNSF,BNSF Railway Company,2022,MT0722106,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFMT072210620220714,22,7,,,,,,BNSF,BNSF Railway Company,MT0722106,22,7,,14,07/14/2022,4:22 PM,1,Derailment,8,4,0,0,GLASGOW,,,PALERMO,47,38,ND,NORTH DAKOTA,61,MOUNTRAIL,8,95,2,Day,1,Clear,1,Main,MAIN 2 TRACK,5,27.11,4.0,West,1.0,Freight Train,Yes,ZCHC,65,Recorded,65,5822,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,DTTX,732363.0,26,Yes,DTXX,732363.0,26,Yes,,,No,3,0,0,0,2,0,0,0,0,0,77,0,0,0,0,10,0,0,0,0,1086781,1300000,2386781,T109,Track alignment irregular (buckled/sunkink),E66C,Damaged flange or tread (flat),T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,27.0,3.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,48.337507,-102.241313,Z-CHCPTL-3-13A DERAILED 10 RAILCARS DUE TO TRACK ALIGNMENT IRREGULAR (BUCKLED/SUNKINK) AND DAMAGED FLANGE OR TREAD (FLAT). NO HAZARDOUS MATERIALS WERE RELEASED.,Main,5,1,1,1,BNSFMT0722106202207,BNSFMT0722106202207,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-102.241313 48.337507),T109: Track alignment irregular (sun kink / heat),2,POINT (-102.241313 48.337507),2022-07-14,,,,
MNN,"MINNESOTA NORTHERN RAILROAD, INC.",2021,MNN8032021,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=MNNMNN803202120210803,21,8,BNSF,BNSF Railway Company,TC0821102,21.0,8.0,MNN,"MINNESOTA NORTHERN RAILROAD, INC.",MNN8032021,21,8,,3,08/03/2021,1:50 PM,1,Derailment,0,0,0,0,YARD,,,CROOKSTON,YARD,27,MN,MINNESOTA,119,POLK,4,90,2,Day,1,Clear,2,Yard,2 TRACK,1,,3.0,East,,,,,0,,5,0,2,Not Signaled,,Other Than Main Track,,,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,112000,T109,Track alignment irregular (buckled/sunkink),M199,Other extreme environmental conditions (Provide detailed description in narrative),T109,Track alignment irregular (buckled/sunkink),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,47.746272,-96.601327,BNSF TRAIN CREW PICKED UP AN 108 CAR TRAIN AND WERE PULLING THROUGH 2 TRACK IN CROOKSTON YARD HEADING EAST. AS THE TRAIN APPROACHED THE EASTEND OF YARD AT ROUGHLY 6 TO 8 MPH THE ENGINEER SAID HE THROTTLED OFF AND LOOKED AT SWITCHES TO ENSURE THEY WERE LINED OUT. ONCE HE THROTTLED OFF THE TRAIN CAMETO A STOP WITHOUT THE AIR GOING INTO EMERGENCY. IT APPEARED THE TRACK KINKED UNDER THE TRAIN FROM THE (EXCESSIVE HEAT).  THE 6 RAILCARS FELL OFF THE TRACK AND DUG INTO THE ROADBED FOR ROUGHLY 400 FT.NO RAILCARS TIPPED,Yard,1,Cl,Cl,1,MNNMNN8032021202108,MNNMNN8032021202108,Shortline,Class 3,SMT-8 - Short Line West,MNN,"MINNESOTA NORTHERN RAILROAD, INC.",KBN Inc,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,Shortline,Class 3,SMT-8 - Short Line West,MNN,"MINNESOTA NORTHERN RAILROAD, INC.",KBN Inc,POINT (-96.601327 47.746272),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.601327 47.746272),2021-08-03,,,,
KYLE,Kyle Railroad Company,2011,KYLE110311,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KYLEKYLE11031120110628,11,6,,,,,,KYLE,Kyle Railroad Company,KYLE110311,11,6,,28,06/28/2011,2:58 PM,1,Derailment,0,0,0,0,SOLOMON,,,SOLOMON,2.5,20,KS,KANSAS,169,SALINE,6,93,2,Day,1,Clear,1,Main,MAINLINE,2,,3.0,East,1.0,Freight Train,Yes,KYLD,10,Recorded,10,11100,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,CMO,21258.0,109,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,110,0,0,0,0,2,0,0,0,0,13800,4000,17800,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,9.0,,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,38.919442,-97.371137,DUE TO SUNKINK UNDER TRAIN REAR TWO CARS DERAILED.,Main,2,Cl,Cl,1,KYLEKYLE110311201106,KYLEKYLE110311201106,Shortline,Class 3,SMT-2 - Short Line East,KYLE,Kyle Railroad Company,Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,KYLE,Kyle Railroad Company,Genesee & Wyoming,POINT (-97.371137 38.919442),T109: Track alignment irregular (sun kink / heat),2,POINT (-97.371137 38.919442),2011-06-28,,,,
BNSF,BNSF Railway Company,2016,HL0916112,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFHL091611220160925,16,9,,,,,,BNSF,BNSF Railway Company,HL0916112,16,9,,25,09/25/2016,2:35 PM,1,Derailment,0,0,0,0,THAYER SOUTH,,,WEST MEMPHIS,476.6,5,AR,ARKANSAS,35,CRITTENDEN,5,95,2,Day,1,Clear,1,Main,MAIN 2 TRACK,4,41.81,2.0,South,1.0,Freight Train,Yes,CEBM,41,Recorded,41,19263,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,RWSX,94264.0,79,Yes,,,0,,0.0,0.0,No,2,0,0,0,2,0,0,0,0,0,135,0,0,0,0,28,0,0,0,0,1521436,385000,1906436,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,7.0,45.0,7.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,35.186051,-90.157642,C-EBMMHS1-75 DERAILED 28 RAILCARS WHILE TRAVERSING MAIN 2 TRACK DUE TO TRACK ALIGNMENT IRREGULAR BUCKLED/SUNKINK.,Main,4,1,1,1,BNSFHL0916112201609,BNSFHL0916112201609,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-90.157642 35.186051),T109: Track alignment irregular (sun kink / heat),2,POINT (-90.157642 35.186051),2016-09-25,,,,
BNSF,BNSF Railway Company,2012,SF0612125,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFSF061212520120630,12,6,,,,,,BNSF,BNSF Railway Company,SF0612125,12,6,,30,06/30/2012,2:35 PM,1,Derailment,0,0,0,0,RIVER,,,WITTENBERG,106.3,29,MO,MISSOURI,157,PERRY,6,103,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,21.15,2.0,South,1.0,Freight Train,Yes,UKEE,26,Recorded,26,16938,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,BNSF,645867.0,41,Yes,,,0,,,,No,2,0,0,0,3,0,0,0,0,0,122,0,0,0,0,26,0,0,0,0,438075,999284,1437359,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,9.0,35.0,9.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,37.615142,-89.515541,U-KEEBIR1-09 DERAILED 26 CARS DUE TO THERMAL MISALIGNMENT.,Main,4,1,1,1,BNSFSF0612125201206,BNSFSF0612125201206,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-89.515541 37.615142),T109: Track alignment irregular (sun kink / heat),2,POINT (-89.515541 37.615142),2012-06-30,64940,"64940, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64940, 64936, 64940, 64940, 64940, 64940, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530","64940, 64940, 64940, 64934, 64934, 64934, 64934, 64932, 64934, 64934, 64932, 64932, 64932, 64934, 64934, 64932, 64934, 64934, 64934, 64932, 64932, 64932, 64932, 64932, 64932, 64932, 64932, 64932, 64932, 64934, 64932, 64932, 64932, 64932, 64934, 64934, 64934, 64934, 64934, 64934, 64940, 64940, 64940, 64934, 64934, 64940, 64940, 64940, 64940, 64940, 64939, 64939, 64939, 64939, 64939, 64939, 64934, 64934","64940, 64940, 64940, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64936, 64940, 64936, 64936, 64936, 64936, 64940, 64940, 64940, 64940, 64940, 64936, 64936, 64940, 64940, 64936, 64936, 63809, 64936, 64936, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530, 66530"
UP,Union Pacific Railroad Company,2023,0723GL001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0723GL00120230702,23,7,,,,,,UP,Union Pacific Railroad Company,0723GL001,23,7,,2,07/02/2023,3:43 PM,1,Derailment,1,0,0,0,FAIRMONT SUB,,,KIESTER,36.5,27,MN,MINNESOTA,43,FARIBAULT,4,82,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,2,9.6,2.0,South,1.0,Freight Train,Yes,MSSD,23,Estimated,23,13851,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,NOKL,430858.0,74,Yes,,,0,,,,No,6,0,0,0,0,0,0,0,0,0,93,0,36,0,0,14,0,0,0,0,407633,225808,633441,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,8.0,43.0,8.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,43.527258,-93.691307,"TRAIN MSSDM-01 TRAVELING SOUTH ON THE FAIRMONT SUB, EXPERIENCED AN UNDESIRED EMERGENCY. UPON INSPECTION OF TRAIN, CONDUCTOR NOTICED THAT THERE WERE 11 CARS ON THEIR SIDES IN THE DITCH. THE REAR THREESTILL ATTACHED TO HIS PORTION OF TRAIN LINES 71, 72 AND 73 WERE ALSO OFF TRACK. THE REAR 45 CARS REMAINING ON TRAIN WERE UPRIGHT. AFTER REVIEWING THE OUTWARD FACING CAMERA ON THE LOCOMOTIVE, THERE WASA VISIBLE SUN KINK IN NORTH RAIL AT MP 36.5 AND THE POINT OF DERAILMENT WAS DETERMINED TO BE 10 FEET FROM WHERE THE KINK WAS.",Main,2,CL,CL,1,UP0723GL001202307,UP0723GL001202307,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-93.691307 43.527258),T109: Track alignment irregular (sun kink / heat),2,POINT (-93.691307 43.527258),2023-07-02,,,,
BNSF,BNSF Railway Company,2011,SF0611101,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFSF061110120110601,11,6,,,,,,BNSF,BNSF Railway Company,SF0611101,11,6,,1,06/01/2011,1:30 PM,1,Derailment,0,0,0,0,HANNIBAL,,,WESTALTON,22.6,29,MO,MISSOURI,183,ST CHARLES,6,88,2,Day,1,Clear,1,Main,SINGLE MAIN TRK,4,39.63,4.0,West,1.0,Freight Train,Yes,CEBM,23,Recorded,23,19162,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,UCEX,2202.0,75,Yes,,,0,,0.0,0.0,No,2,0,0,0,1,0,0,0,0,0,134,0,0,0,0,16,0,0,0,0,661579,215800,877379,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,10.0,6.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,38.881433,-90.259431,C-EBMRTR0-31 DERAILED AT POINT OF THERMAL MISALIGNMENT.,Main,4,1,1,1,BNSFSF0611101201106,BNSFSF0611101201106,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-90.259431 38.881433),T109: Track alignment irregular (sun kink / heat),2,POINT (-90.259431 38.881433),2011-06-01,,,,
