Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Type,geometry,Accident_Date,HUC2,HUC4,HUC6,HUC8,HUC10,HUC12
CSX,CSX Transportation,2014,000133453,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013345320140812,14,8,,,,,,CSX,CSX Transportation,000133453,14,8,,12,08/12/2014,4:00 PM,13,Other (describe in narrative),0,0,0,0,BALTIMORE TERMINAL,,,BALTIMORE,0008.0,24,MD,MARYLAND,510,BALTIMORE CITY,2,70,2,Day,3,Rain,2,Yard,E11,1,0.0,3.0,East,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,398315,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2380800,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.260337,-76.650654,CARS AT THE CURTIS BAY COAL PIER WERE FLOODED DURING HEAVY RAIN. THE WATER WENT ABOVE THE BEARINGS ON THE WHEELS OF ON-TRACK EQUIPMENT AND THE WHEELS WERE CHANGED OUT PER AAR RULES. NO DERAILMENT ANDNOT TRACK DAMAGE.,Yard,1,1,1,3,CSX000133453201408,CSX000133453201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.650654 39.260337),1,POINT (-76.650654 39.260337),2014-08-12,"89712, 89712, 89712, 89712, 89712, 89712, 89712, 89713, 87306, 87306, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87305, 87305, 89712, 89712, 89712, 89712, 89712, 87305, 87305, 89712, 89712, 89712, 87305, 89712, 89712, 89712, 89712, 87305, 87305, 87304, 87306, 89650, 87306, 89712, 89712, 89714, 89714, 89714, 89714, 87304, 89712, 89712, 89712, 89712, 89714","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712",89712
CSX,CSX Transportation,2014,000129241,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00012924120140501,14,5,,,,,,CSX,CSX Transportation,000129241,14,5,,1,05/01/2014,2:17 AM,1,Derailment,0,0,0,0,POPES CREEK,,,BOWIE,0003.8,24,MD,MARYLAND,33,PRINCE GEORGE'S,2,50,4,Dark,3,Rain,1,Main,SINGLE MAIN,2,7.7,2.0,South,1,Freight Train,Yes,B803,24,Recorded,24,8886,2,Not Signaled,,Direct Train Control,,,,,,,0,Not a remotely controlled operation,CSXT,564,1,No,,,0,,,,No,3,0,0,0,0,3,0,0,0,0,63,0,0,0,0,11,0,0,0,0,324928,80000,404928,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,4.0,17.0,4.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,38.958757,-76.753171,B80330 WAS TRAVERSING THE POPES CREEK SUBDIVISION HEADING SOUTH ENROUTE TO MORGANTOWN QP 45. THE TRAIN CREW FELT THE LEAD LOCOMOTIVE DIP DOWN AND HEARD NOISES COMING FROM OUTSIDE THE CAB. ENGINEER PLACED TRAIN INTO EMERGENCY. INSPECTION OF THE TRAIN REVEALED THE THREE LOCOMOTIVES AND FIRST 11 CARS OF THE 63 CAR CONSIST HAD DERAILED. INSPECTION OF THE CULVERT REVEALED THE CULVERT WAS BLOCKED BY DEBRIS AND WAS NOT ALLOWING WATER TO FLOW.,Main,2,1,1,1,CSX000129241201405,CSX000129241201405,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.753171 38.958757),1,POINT (-76.753171 38.958757),2014-05-01,"85262, 85202, 85202, 85202, 83769, 83769, 84563, 84563, 84563, 83769, 83769, 83769, 83769, 83769, 85202, 85202, 85202, 85202, 85202, 85202, 85203, 83768, 83768, 83768, 83768, 83768, 83768, 83769, 83769, 83769, 83769, 83769, 83766, 83768, 86867, 83767, 86867, 86867, 86867, 86867, 86867, 86867, 86867, 86901, 86901, 86901, 86901, 83769","85202, 85202, 85202, 85202, 85202, 85202, 85202, 85202, 83767","85202, 85202, 85202, 85202, 85202, 85202, 85202, 85202, 83767","85202, 85202, 85202, 85202, 85202","85202, 85202, 85202, 85202, 85202",
CSX,CSX Transportation,2014,000133453,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013345320140812,14,8,,,,,,CSX,CSX Transportation,000133453,14,8,,12,08/12/2014,4:00 PM,13,Other (describe in narrative),0,0,0,0,BALTIMORE TERMINAL,,,BALTIMORE,0008.0,24,MD,MARYLAND,510,BALTIMORE CITY,2,70,2,Day,3,Rain,2,Yard,E03,1,0.0,3.0,East,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,301756,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2380800,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.260337,-76.650654,CARS AT THE CURTIS BAY COAL PIER WERE FLOODED DURING HEAVY RAIN. THE WATER WENT ABOVE THE BEARINGS ON THE WHEELS OF ON-TRACK EQUIPMENT AND THE WHEELS WERE CHANGED OUT PER AAR RULES. NO DERAILMENT ANDNOT TRACK DAMAGE.,Yard,1,1,1,3,CSX000133453201408,CSX000133453201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.650654 39.260337),1,POINT (-76.650654 39.260337),2014-08-12,"89712, 89712, 89712, 89712, 89712, 89712, 89712, 89713, 87306, 87306, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87305, 87305, 89712, 89712, 89712, 89712, 89712, 87305, 87305, 89712, 89712, 89712, 87305, 89712, 89712, 89712, 89712, 87305, 87305, 87304, 87306, 89650, 87306, 89712, 89712, 89714, 89714, 89714, 89714, 87304, 89712, 89712, 89712, 89712, 89714","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 87306, 87306, 87306, 89712, 89712, 87306, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 87306, 87306, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712","89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712, 89712",89712
PSBX,PORT OF SHREVEPORT-BOSSIER,2015,15060501,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=PSBX1506050120150605,15,6,,,,,,PSBX,PORT OF SHREVEPORT-BOSSIER,15060501,15,6,,5,06/05/2015,7:00 AM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,SHREVEPORT,,22,LA,LOUISIANA,17,CADDO,5,90,1,Dawn,1,Clear,4,Industry,762,1,,1.0,North,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,UTLX,642428,1,Yes,,,0,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32273,0,364389,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,32.360609,-93.628973,MULTIPLE RAILCARS WERE SUBMERGED UNDER WATER DUE TO RED RIVER FLOODING,Industry,1,Cl,Cl,3,PSBX15060501201506,PSBX15060501201506,Switching and Terminal,Class 3,SMT-2 - Short Line East,PSBX,PORT OF SHREVEPORT-BOSSIER,Not Assigned,,,,,,,Switching and Terminal,Class 3,SMT-2 - Short Line East,PSBX,PORT OF SHREVEPORT-BOSSIER,Not Assigned,POINT (-93.628973 32.360609),1,POINT (-93.628973 32.360609),2015-06-05,"98304, 97819, 97160, 97915, 97915, 97915, 97915, 97915, 97147, 96152, 96111, 96152, 96152, 96082, 96111, 96111, 96152, 96079, 96082, 96111, 96152, 96152","97160, 96152, 96111, 96152, 96152, 96082, 96111, 96111, 96152, 96079, 96082, 96111, 96152, 96152","96111, 96152, 96152, 96111, 96152, 96152",,,
UP,Union Pacific Railroad Company,2016,0616FW006,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0616FW00620160608,16,6,,,,,,UP,Union Pacific Railroad Company,0616FW006,16,6,,8,06/08/2016,10:30 AM,1,Derailment,0,0,0,0,BAIRD SUB,,,BAIRD,384.2,48,TX,TEXAS,59,CALLAHAN,5,83,2,Day,1,Clear,1,Main,MAIN,4,10.0,3.0,East,4,Work train,Yes,WJYJ,4,Estimated,4,5288,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,SI,920244,7,Yes,,,0,,,,No,4,0,0,0,0,0,0,0,0,0,17,0,1,0,0,8,0,1,0,0,140395,25421,165816,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,8.0,50.0,8.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,32.390308,-99.365103,"WORK TRAIN WJYJYS FINISHED DUMPING BALLAST AT PREVIOUS WASHOUT LOCATION AT MP 384 AND BEGAN TO MOVEEAST, TAKING TRAIN TO SIDING AT JAYELL.  SHORTLY AFTER INITIATING MOVMENT, THE TRAIN WENT INTO UNDESIRED EMERGENCY.  THE TRACK HAD SUNK AT THE PREVIOUS WASHOUT LOCATION AND 9 BALLAST CARS HAD DERAILED.",Main,4,CL,CL,1,UP0616FW006201606,UP0616FW006201606,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-99.365103 32.390308),1,POINT (-99.365103 32.390308),2016-06-08,107742,,,,,
BNSF,BNSF Railway Company,2016,CH0916113,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCH091611320160922,16,9,,,,,,BNSF,BNSF Railway Company,CH0916113,16,9,,22,09/22/2016,5:55 AM,1,Derailment,1,1,0,0,AURORA,,,FERRYVILLE,264.4,55,WI,WISCONSIN,23,CRAWFORD,4,62,4,Dark,3,Rain,1,Main,MAIN 2 TRACK,4,55.33,3.0,East,1,Freight Train,Yes,LCHI,38,Recorded,38,575,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,BNSF,1549,1,,,,0,,,,No,2,0,0,0,0,2,0,0,0,0,4,0,2,0,0,3,0,2,0,0,580481,959480,1539961,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,1.0,3.0,55.0,3.0,55.0,0,3,0,0,0,0,0,3,0,3,0,3,CWR,000-000-000,43.364363,-91.133089,L-CHI8121-22 DERAILED 2 LOCOMOTIVES AND 5 RAILCARS WHILE TRAVERSING MAIN 2 TRACK DUE TO EXTREME WEATHER CONDITIONS FLOOD. ROADBED WAS WASHED OUT AFTER SEVERE RAINS. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,4,1,1,1,BNSFCH0916113201609,BNSFCH0916113201609,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-91.133089 43.364363),1,POINT (-91.133089 43.364363),2016-09-22,"110441, 110217, 110218, 110217, 110217, 110218, 110218, 110218, 110218, 110218, 108830, 110217, 110219, 108830, 108830, 108830, 108830, 110217, 110752, 110752, 110217, 110219, 110219, 110364, 110423, 110423, 110423, 110364, 110364, 110423, 110423, 110423, 110364, 110364, 110217, 110217, 110217, 110217, 110217, 110218, 110218, 110218, 110218, 110218, 110218, 110218, 110218, 110218, 110218, 110217, 110642, 110219, 110219, 110219, 110219, 108830, 108830, 108830, 110219, 110219, 110219, 110219, 110219, 110219, 110219, 110219, 110219, 108830, 108830, 108830, 108830, 110364, 110364, 110364, 110219, 110219, 110364, 110217, 110217, 110219, 110217, 110217, 110572, 110364, 110178, 110178, 110219, 110178","110217, 110218, 110217, 110219, 110217, 110752, 110752, 110217, 110219, 110217, 110217, 110217, 110219, 110219, 110217, 110217, 110217, 110217","110217, 110218, 110217, 110219, 110217, 110752, 110752, 110217, 110219, 110217, 110217, 110217, 110219, 110219, 110217, 110217, 110217, 110217","110218, 110219, 110217, 110219, 110219, 110219","110218, 110219, 110217, 110219, 110219, 110219",
AM,Arkansas & Missouri Railroad Company,2014,AM101014,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=AMAM10101420141010,14,10,,,,,,AM,Arkansas & Missouri Railroad Company,AM101014,14,10,,10,10/10/2014,12:03 AM,13,Other (describe in narrative),0,0,0,0,VANBUREN,,,CHESTER,380.20,5,AR,ARKANSAS,33,CRAWFORD,5,74,4,Dark,3,Rain,1,Main,MAIN,3,2.0,2.0,South,1,Freight Train,Yes,FSTN,8,Recorded,8,5709,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,F,Direct Traffic Control,,,0,Not a remotely controlled operation,AM,70,1,No,,,0,,,,No,3,0,0,0,0,3,0,0,0,0,98,0,71,0,0,1,0,0,0,0,1250000,58000,1308000,M103,Extreme environmental condition - FLOOD,M199,Other extreme environmental conditions (Provide detailed description in narrative),M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,0,1,0,0,0,0,0,1,0,1,0,1,CWR,,35.727603,-94.160728,"TRACK FLOODED OUT,ROCK AND MUDSLIDE.  TWO OF THE THREE LOCOCOMTIVES ROLLED OVER. CONDUCTOR INJURED",Main,3,3,3,1,AMAM101014201410,AMAM101014201410,Shortline,Class 3,SMT-8 - Short Line West,AM,Arkansas & Missouri Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,AM,Arkansas & Missouri Railroad Company,Not Assigned,POINT (-94.160728 35.727603),1,POINT (-94.160728 35.727603),2014-10-10,"90610, 90610, 89683, 89683, 89966, 90610, 90610, 90961, 90961, 90961, 90961, 90962, 90962, 90962, 90962, 89683, 90671","90961, 90961, 90961",,,,
PSBX,PORT OF SHREVEPORT-BOSSIER,2015,15060501,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=PSBX1506050120150605,15,6,,,,,,PSBX,PORT OF SHREVEPORT-BOSSIER,15060501,15,6,,5,06/05/2015,7:00 AM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,SHREVEPORT,,22,LA,LOUISIANA,17,CADDO,5,90,1,Dawn,1,Clear,4,Industry,621,1,,1.0,North,6,Cut of cars,No,,0,Estimated,0,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,UTCX,47442,1,No,,,0,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7495,0,364389,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,32.360609,-93.628973,MULTIPLE RAILCARS WERE SUBMERGED UNDER WATER DUE TO RED RIVER FLOODING,Industry,1,Cl,Cl,3,PSBX15060501201506,PSBX15060501201506,Switching and Terminal,Class 3,SMT-2 - Short Line East,PSBX,PORT OF SHREVEPORT-BOSSIER,Not Assigned,,,,,,,Switching and Terminal,Class 3,SMT-2 - Short Line East,PSBX,PORT OF SHREVEPORT-BOSSIER,Not Assigned,POINT (-93.628973 32.360609),1,POINT (-93.628973 32.360609),2015-06-05,"98304, 97819, 97160, 97915, 97915, 97915, 97915, 97915, 97147, 96152, 96111, 96152, 96152, 96082, 96111, 96111, 96152, 96079, 96082, 96111, 96152, 96152","97160, 96152, 96111, 96152, 96152, 96082, 96111, 96111, 96152, 96079, 96082, 96111, 96152, 96152","96111, 96152, 96152, 96111, 96152, 96152",,,
UP,Union Pacific Railroad Company,2023,0823LA055,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0823LA05520230820,23,8,,,,,,UP,Union Pacific Railroad Company,0823LA055,23,8,,20,08/20/2023,10:11 PM,13,Other (describe in narrative),0,0,0,0,YUMA SUB,,,CATHEDRAL CITY,592.0,6,CA,CALIFORNIA,65,RIVERSIDE,7,60,4,Dark,3,Rain,3,Siding,SIDING 128,1,,,,6,Cut of cars,No,,0,Recorded,0,2187,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,DTTA,62448,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,15,0,0,1036778,405151,1441929,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,33.867018,-116.492333,IT WAS REPORTED 15 CARS DERAILED BY HIGH WATER FROM STORM IN SALVIA SIDING. ALL STORAGE CARS WERE UNDER MUD AND WATER.,Siding,1,CL,CL,1,UP0823LA055202308,UP0823LA055202308,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-116.492333 33.867018),1,POINT (-116.492333 33.867018),2023-08-20,"185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 184940, 184940, 185314, 185314, 185314, 184940, 184940, 184940, 184940, 184940, 185314, 184940, 184940, 184940, 184940, 184940, 184940, 184940, 184940, 184940, 184940, 182508, 182508, 182508, 182508, 182508, 182508, 184940, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 185314, 184842, 184551, 184551, 184551, 184551, 184842, 184551, 184551, 184551, 184551, 184842, 184940, 184551, 184842, 184551, 184551, 184940, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 182508, 184551, 184551, 184551, 184551, 184551, 184551, 184551, 184551, 184551, 184551","184940, 184940, 184940, 184940, 184940, 184940, 184940, 184940, 184940, 184842, 184551, 184551, 184551, 184842, 184551, 184842, 184551, 184842, 184551, 184551, 184551, 184551, 184551, 184551","184940, 184940, 184940, 184842, 184551, 184551, 184551, 184842, 184551, 184842, 184551, 184842, 184551, 184551, 184551, 184551, 184551, 184551","184940, 184940, 184940, 184551, 184551, 184551, 184551, 184551, 184551, 184551, 184551","184940, 184940, 184940, 184551, 184551, 184551, 184551, 184551, 184551, 184551, 184551","184551, 184551"
BNSF,BNSF Railway Company,2018,TC0618105,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTC061810520180622,18,6,,,,,,BNSF,BNSF Railway Company,TC0618105,18,6,,22,06/22/2018,4:35 AM,1,Derailment,98,37,10,12,MARSHALL,,,DOON,165.0,19,IA,IOWA,119,LYON,6,59,1,Dawn,2,Cloudy,1,Main,SINGLE MAIN TRACK,4,26.13,2.0,South,1,Freight Train,Yes,UCPG,47,Recorded,47,14067,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,CTCX,17908,7,Yes,,,0,,0.0,0.0,No,2,0,0,0,1,0,0,0,0,0,101,0,0,0,0,35,0,0,0,0,1840369,600000,2440369,M103,Extreme environmental condition - FLOOD,,,M103,Extreme environmental condition - FLOOD,1.0,0.0,1.0,0.0,5.0,45.0,5.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,098-035-010,43.258377,-96.234582,"U-CPGSAP0-59 DERAILED 35 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO EXTREME ENVIRONMENTAL CONDITION FLOOD.  162,018 GALLONS OF OIL WAS RELEASED AND 12 PERSONS EVACUATED.  SEE ATTACHED HAZMAT RELEASES (ALL CARS RELEASED PETROLEUM CRUDE OIL): CTCX 716781 24409 GALLONS, CTCX 716860 14315 GALLONS, CTCX 717997 24907 GALLONS, CTCX 716898 14315 GALLONS, CTCX 716624 14315 GALLONS, CTCX 717904 12500 GALLONS, CTCX 716530 14315 GALLONS, CTCX 717805 14315 GALLONS, CTCX 718011 14315 GALLONS, CTCX 717041 14315 GALLONS,",Main,4,1,1,1,BNSFTC0618105201806,BNSFTC0618105201806,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-96.234582 43.258377),1,POINT (-96.234582 43.258377),2018-06-22,"126242, 126244, 128330, 128330, 127576, 127576, 127576, 127576, 127576, 127576, 128341, 128341, 128341, 128342, 128342, 128342, 128417, 128417, 128417, 128417, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 128130, 127748, 127577, 127577, 127577, 127577, 127577, 127577, 127577, 127577, 127711, 127711, 127711, 128130, 128130, 128130, 128130, 128130, 128340, 128340, 127610, 127610","128330, 128330, 127576, 127576, 127576, 127576, 127576, 127576, 128341, 128341, 128341, 128342, 128342, 128342, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 128130, 127748, 128130, 128130, 128130, 128130, 128130, 128340, 128340","128330, 128330, 128341, 128341, 128341, 128342, 128342, 128342, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 127748, 128130, 127748, 128130, 128130, 128130, 128130, 128130, 128340, 128340","128341, 128341, 128342, 128342, 128342","128341, 128341, 128342, 128342, 128342",
